,time,Fx,F
0,4e-06,0.0,1.7460295
1,6.8088471116e-06,0.0,13.845973
2,1.08088471116e-05,0.0,3.3219319
3,1.48088471116e-05,0.0,14.288017
4,1.88088471116e-05,0.0,3.866539
5,2.28088471116e-05,0.0,5.9024406
6,2.55088988988e-05,0.0,26.782181
7,2.95088988988e-05,0.0,11.672845
8,3.35088988988e-05,0.0,28.67828
9,3.66623440759e-05,0.0,45.007373
10,4.06623440759e-05,0.0,23.990429
11,4.40589756065e-05,0.0,21.868663
12,4.80589756065e-05,0.0,11.478894
13,5.20589756065e-05,0.0,24.319156
14,5.60589756065e-05,0.0,18.685199
15,6.00231434262e-05,0.0,5.4254484
16,6.00231434262e-05,0.0,35.515795
17,6.40231434262e-05,0.0,15.579443
18,6.74445088217e-05,0.0,28.918269
19,7.14445088217e-05,0.0,45.046593
20,7.54445088217e-05,0.0,27.453794
21,7.94445088217e-05,0.0,30.484114
22,8.34445088217e-05,0.0,30.923846
23,8.51269710329e-05,0.0,33.360611
24,8.91269710329e-05,0.0,12.082783
25,9.31269710329e-05,0.0,6.4717532
26,9.62966009623e-05,0.0,76.502521
27,0.0001002966009623,0.0,25.676605
28,0.0001042966009623,0.0,17.870289
29,0.0001062215091232,0.0,17.55117
30,0.0001102215091232,0.0,9.1093465
31,0.0001142215091232,0.0,25.858201
32,0.0001182215091232,0.0,25.097924
33,0.0001222215091232,0.0,20.986257
34,0.0001262215091232,0.0,24.535669
35,0.0001302215091232,0.0,17.315865
36,0.000132276162415,0.0,16.575006
37,0.000136276162415,0.0,13.546926
38,0.000140276162415,0.0,10.428596
39,0.0001438798977827,0.0,39.20887
40,0.0001478798977827,0.0,58.432945
41,0.0001495486380162,0.0,63.448543
42,0.0001535486380162,0.0,33.361216
43,0.0001575486380162,0.0,31.270903
44,0.0001615486380162,0.0,27.58945
45,0.0001633742273391,0.0,26.843227
46,0.0001673742273391,0.0,48.827117
47,0.0001713742273391,0.0,27.672661
48,0.0001730113092047,0.0,26.155331
49,0.0001770113092047,0.0,26.505717
50,0.0001810113092047,0.0,19.935953
51,0.0001829005214019,0.0,18.88828
52,0.0001869005214019,0.0,18.699224
53,0.0001909005214019,0.0,26.917292
54,0.0001924486715116,0.0,58.225137
55,0.0001964486715116,0.0,13.916519
56,0.000199509637867,0.0,66.76552
57,0.000203509637867,0.0,55.343922
58,0.000207509637867,0.0,33.526772
59,0.000211509637867,0.0,45.543952
60,0.000215509637867,0.0,42.371362
61,0.0002169245978265,0.0,41.798289
62,0.0002209245978265,0.0,24.747865
63,0.0002249245978265,0.0,39.149752
64,0.0002285281149417,0.0,22.738474
65,0.0002325281149417,0.0,16.264335
66,0.000235060911077,0.0,33.434521
67,0.000239060911077,0.0,24.28445
68,0.000243060911077,0.0,17.555135
69,0.000247060911077,0.0,54.634301
70,0.0002486834263107,0.0,37.694119
71,0.0002526834263107,0.0,65.6616
72,0.0002541221421239,0.0,66.450302
73,0.0002581221421239,0.0,19.925101
74,0.0002621221421239,0.0,35.582035
75,0.0002661221421239,0.0,31.242781
76,0.0002701221421239,0.0,28.12816
77,0.0002729290539777,0.0,25.252754
78,0.0002769290539777,0.0,18.703004
79,0.0002809290539777,0.0,38.018332
80,0.0002849290539777,0.0,27.415417
81,0.0002862928270713,0.0,27.236046
82,0.0002902928270713,0.0,34.205156
83,0.0002942928270713,0.0,18.358223
84,0.0002955855484835,0.0,51.028691
85,0.0002995855484835,0.0,25.343427
86,0.0003035855484835,0.0,18.508763
87,0.0003050213326367,0.0,17.900934
88,0.0003090213326367,0.0,33.090762
89,0.0003130213326367,0.0,32.982061
90,0.0003166264994634,1.2491958,25.870568
91,0.0003206264994634,0.44556011,27.758738
92,0.0003246264994634,0.51713203,22.074173
93,0.0003286264994634,0.67564551,16.769979
94,0.0003299112487281,0.84699708,40.814627
95,0.0003339112487281,0.31634307,22.421329
96,0.0003379112487281,9.9336348e-06,38.639752
97,0.0003419112487281,5.1736129e-06,41.54587
98,0.0003433595575959,0.14332347,31.383376
99,0.0003473595575959,0.65786175,20.262592
100,0.0003494158354204,0.98360259,32.796095
101,0.0003534158354204,0.55492735,31.248559
102,0.0003574158354204,0.93561099,29.970305
103,0.0003614158354204,0.75022218,36.289766
104,0.0003654158354204,0.89295466,36.23717
105,0.0003669023095627,0.97508398,36.4121
106,0.0003701616463174,0.68040861,35.212157
107,0.0003713478514624,1.0381216,36.3581
108,0.0003722578119281,1.1086192,55.658763
109,0.0003745834628794,1.5108259,14.422689
110,0.0003757269958349,1.8608611,19.196544
111,0.0003764443881144,1.0349935,19.602229
112,0.0003779393123709,1.3115095,15.898597
113,0.0003789168748804,1.3736771,31.487562
114,0.0003799955926077,1.3849188,18.510416
115,0.0003800180416326,1.3746632,24.932005
116,0.0003816723569447,1.3827745,8.6897821
117,0.0003820871831945,0.19396418,21.518448
118,0.0003829177922082,0.84338902,2.8835271
119,0.0003835398454697,1.3972086,12.731116
120,0.0003843172755529,1.2785727,15.151446
121,0.0003851702376253,0.99887168,4.3971658
122,0.0003891702376253,0.59772089,24.554492
123,0.0003903133921753,0.66502599,24.55881
124,0.0003943133921753,0.50991709,12.636075
125,0.0003981151475542,0.78897682,26.160282
126,0.0004021151475542,0.50923836,28.232824
127,0.0004035392027973,0.54911737,28.385193
128,0.0004075392027973,1.8957981e-05,42.99983
129,0.0004089066884822,0.0042435395,34.444604
130,0.0004129066884822,0.00010207945,29.150975
131,0.0004156661822855,0.0012865943,24.906805
132,0.0004196661822855,0.65844737,20.919001
133,0.000421185553594,0.71401825,20.682266
134,0.0004251254666142,0.86876439,19.361794
135,0.0004291254666142,0.736951,30.250003
136,0.0004317565712489,0.93841226,30.003644
137,0.0004356531848681,0.69080512,42.22891
138,0.0004396531848681,0.57904603,21.31937
139,0.0004409958438988,0.6505421,21.349936
140,0.0004449958438988,0.74969566,19.616341
141,0.000447816721366,0.55560869,15.026619
142,0.000451816721366,0.90166924,17.633735
143,0.0004532752605235,1.1723989,17.561991
144,0.0004572752605235,0.97847409,11.437537
145,0.0004597388696076,1.0153437,29.206221
146,0.0004610526353809,0.78973933,27.21964
147,0.0004623078698971,0.78048375,26.829026
148,0.0004635946132086,0.56130606,26.449466
149,0.0004649383898495,0.60148774,26.708568
150,0.0004649398552249,1.1179778,25.589482
151,0.0004659585382162,1.0360524,5.7396108
152,0.0004659588741206,0.18227022,7.5159851
153,0.0004681170273852,0.63567848,27.492844
154,0.0004704134049968,0.44313678,13.66621
155,0.0004714967132168,0.76200143,8.1790133
156,0.0004726950017697,0.73230326,8.1799351
157,0.0004726950017697,0.68879488,7.715661
158,0.0004736965710835,1.0921518,3.5312348
159,0.0004747981669582,0.78794848,12.382624
160,0.0004759365839545,0.72568055,10.941409
161,0.0004772940041028,0.39478933,9.3878426
162,0.0004781796216955,0.82384301,0.67195353
163,0.0004794545841323,0.40736247,15.701127
164,0.0004806407196992,0.30185737,11.88337
165,0.0004812637223388,0.044702272,12.531863
166,0.0004824334296904,0.50158073,13.550515
167,0.000483297269292,0.41121994,14.794822
168,0.0004846000584524,0.42863134,14.028337
169,0.0004858357532861,0.42531125,14.142367
170,0.0004870506199663,0.51339958,9.4462961
171,0.0004884036594623,0.30246702,0.86681463
172,0.0004895481716349,0.39610424,9.640141
173,0.0004909719878797,0.5014519,11.148975
174,0.0004921695740648,0.62350192,5.9265437
175,0.0004933584293287,0.26314339,8.8753922
176,0.0004943576784093,0.52955757,16.555775
177,0.0004955070984843,0.92322205,3.6985558
178,0.0004966369917691,0.89059981,11.666197
179,0.0004966372148514,0.45407684,22.900166
180,0.0004977978637343,0.48010182,4.4027095
181,0.0004991182513182,0.42528971,0.82715949
182,0.0004998603827155,0.3659952,7.1622003
183,0.0005011932651046,0.046418357,7.3309902
184,0.0005019231969221,0.39470645,6.0278203
185,0.0005030684721367,0.28376092,8.9610715
186,0.0005041014122889,0.44874387,0.14221127
187,0.0005052509199669,0.43026915,13.159968
188,0.0005052509199669,0.40265295,13.204671
189,0.0005052509199669,0.41718018,13.058953
190,0.0005064617253159,0.27965381,14.464332
191,0.000506785626419,0.33498591,11.376904
192,0.000506785626419,0.46918291,8.8118399
193,0.000507852904339,1.0171624,1.0674574
194,0.000507935318125,0.60367649,4.9306198
195,0.0005101734834572,0.57464724,10.32994
196,0.0005125262726745,0.0,25.330214
197,0.0005131699934038,0.0,25.840523
198,0.000513827072479,0.0,23.529338
199,0.0005149438721548,0.41111177,20.672936
200,0.0005150086892936,0.0,22.561761
201,0.0005160328872938,0.30508848,22.089933
202,0.0005177336093509,0.47878006,16.831929
203,0.0005191191807645,0.3628575,17.995234
204,0.000520231546951,0.6070034,17.222733
205,0.0005230268354836,0.0014917229,23.297951
206,0.0005251548078431,0.46856102,18.952491
207,0.0005261677594634,0.39482254,23.242978
208,0.0005284501081686,0.14643351,22.524438
209,0.0005301062300439,0.28077431,22.200117
210,0.0005319313832183,0.48106039,18.119166
211,0.0005346650386465,0.54009601,20.535956
212,0.0005355481198921,0.17932031,16.023836
213,0.0005385487177011,0.39038388,19.263721
214,0.0005397671336693,0.54529985,14.397439
215,0.0005413661343462,0.044095476,21.20933
216,0.000544251339112,0.017112674,21.011251
217,0.0005448733036757,0.051768611,20.256697
218,0.0005473754418494,0.0,15.972136
219,0.000548240139168,0.0,14.4407
220,0.0005491979498611,0.0,13.714941
221,0.0005500683871313,0.0,12.59369
222,0.0005510002903145,0.0,7.2761537
223,0.0005520190502897,0.0,9.8693803
224,0.0005524080832579,0.0,2.7146851
225,0.0005531448472516,0.0,5.3919128
226,0.0005536919747625,0.0,8.4109895
227,0.0005543401111096,0.0,7.2685586
228,0.0005547961003513,0.0,4.0783333
229,0.0005558070886656,0.0,7.3352315
230,0.0005564770071845,0.0,4.3310736
231,0.0005575116803506,0.0,8.3826342
232,0.0005581389047449,0.0,4.4573038
233,0.0005591219566021,0.0,8.2104427
234,0.0005597110970164,0.0,7.2319216
235,0.0005637110970164,0.0,5.9143435
236,0.0005660726037615,0.0,11.839361
237,0.0005700726037615,0.0,19.702907
238,0.0005740726037615,0.0,21.679566
239,0.0005755919616293,0.0,23.484918
240,0.0005785905007005,0.0,23.889851
241,0.0005825905007005,0.0,20.598649
242,0.0005846944000588,0.0,18.243822
243,0.0005886944000588,0.0,15.864319
244,0.0005897238134352,0.0,15.024686
245,0.0005937096821462,0.0,17.440937
246,0.0005966668874932,0.0,11.31716
247,0.0006006668874932,0.0,16.50025
248,0.0006046668874932,0.0,14.602193
249,0.0006055862073109,0.0,25.508224
250,0.0006095862073109,0.0,22.265324
251,0.0006104983443121,0.0,21.238682
252,0.0006144983443121,0.0,22.246304
253,0.0006152491062429,0.0,22.188948
254,0.000618890715409,0.0,24.396209
255,0.000622890715409,0.0,24.723759
256,0.0006242265721552,0.0,24.646428
257,0.0006260753291276,0.0,23.054882
258,0.0006300753291276,0.0,20.49846
259,0.0006340753291276,0.0,15.415243
260,0.0006380753291276,0.0,21.103967
261,0.0006390305465541,0.0,20.711853
262,0.0006430305465541,0.0,16.184541
263,0.0006470305465541,0.0,24.150037
264,0.0006478962427395,0.0,24.180298
265,0.0006518962427395,0.0,20.600477
266,0.0006528896022878,0.0,20.104632
267,0.0006568896022878,0.0,18.277289
268,0.0006580231098815,0.0,19.149946
269,0.0006620231098815,0.0,15.919718
270,0.0006660231098815,0.0,19.820823
271,0.0006671385318357,0.0,19.393452
272,0.0006711385318357,0.0,20.322553
273,0.0006751385318357,0.0,15.161398
274,0.0006791385318357,0.0,15.023967
275,0.0006800105824017,0.0,15.701626
276,0.0006840105824017,0.0,12.543493
277,0.0006848704379065,0.0,11.952899
278,0.0006888704379065,0.0,22.086991
279,0.0006896526977125,0.0,22.586388
280,0.0006936526977125,0.0,22.747895
281,0.0006944609281318,0.0,23.205673
282,0.0006984609281318,0.0,18.058973
283,0.0007024609281318,0.0,12.817948
284,0.0007045635420123,0.0,11.419522
285,0.0007060175548445,0.0,13.133645
286,0.0007100175548445,0.0,23.563565
287,0.0007108171494556,0.0,24.042533
288,0.0007148171494556,0.0,22.588607
289,0.0007157798840283,0.0,22.665899
290,0.0007180132972391,0.0,19.501155
291,0.0007220132972391,0.0,17.622013
292,0.0007229342105724,0.0,17.882844
293,0.0007269342105724,0.2268306,13.613196
294,0.0007309342105724,0.0,11.104416
295,0.0007349342105724,0.0,22.098308
296,0.0007355799281933,0.0,22.616376
297,0.0007385801267841,0.0,20.144697
298,0.0007401206278643,0.23411466,18.276847
299,0.0007428638106102,0.53032348,17.178036
300,0.0007452292370535,5.4835971e-06,17.449859
301,0.0007471676265396,0.27541562,16.480067
302,0.0007508611391803,1.1655647e-05,18.665179
303,0.0007548611391803,0.0,8.5879069
304,0.0007588611391803,0.078064445,6.9271552
305,0.0007597693584435,0.09911457,7.1008283
306,0.0007610592391008,0.10273197,10.678069
307,0.0007650592391008,0.11133708,17.795687
308,0.0007679507032887,0.350055,16.534463
309,0.0007719507032887,0.040864496,14.232632
310,0.0007759507032887,0.053431066,22.425068
311,0.000776866133914,0.04320869,22.540106
312,0.0007797684899014,0.24026869,18.775106
313,0.0007803760009934,0.22164146,16.133831
314,0.0007812548131298,0.34073898,14.588648
315,0.0007822022501693,0.091811182,17.040162
316,0.0007862022501693,0.27443928,17.348141
317,0.0007869614214594,0.28622083,17.650147
318,0.0007909614214594,1.4614365e-08,17.229332
319,0.0007915654082417,1.1014002e-08,17.584076
320,0.000794647765692,0.055947156,13.14197
321,0.0007961636894197,0.10001042,13.663543
322,0.0008001636894197,0.0,12.092668
323,0.0008041636894197,0.036955617,4.1649249
324,0.0008081636894197,0.085199753,8.6818133
325,0.0008100161067087,2.5095751e-07,8.3565582
326,0.0008140161067087,3.5686707e-07,8.4444831
327,0.0008159084249187,0.00097944171,5.5619625
328,0.0008199084249187,4.0874359e-06,6.9478374
329,0.0008207476282624,3.3730593e-06,6.8032297
330,0.0008247476282624,0.23484722,16.794664
331,0.0008287476282624,0.0,12.628957
332,0.0008327476282624,0.0,15.711624
333,0.0008367476282624,0.14760872,14.390079
334,0.0008391644653065,0.00018277546,10.456862
335,0.0008431644653065,0.0,14.242969
336,0.0008471644653065,0.0,14.444478
337,0.0008511644653065,0.0,10.797182
338,0.0008544948075537,0.0,7.6094287
339,0.0008584948075537,0.0,17.3511
340,0.0008624948075537,0.0,13.108428
341,0.0008664948075537,0.0,9.3817282
342,0.000869831453567,0.0,4.5080269
343,0.000873831453567,0.0,15.762699
344,0.0008758658747553,0.0,15.881885
345,0.0008798658747553,0.0,17.538972
346,0.0008806838820607,0.0,17.327383
347,0.0008846838820607,0.0,14.253288
348,0.000885974223716,0.0,12.223925
349,0.000889974223716,0.0,8.0819201
350,0.0008931112298018,0.0,0.7950062
351,0.0008971112298018,0.0,6.734054
352,0.0008980484101261,0.0,6.3716313
353,0.0009020484101261,0.0,14.511615
354,0.0009053881546817,0.0,16.09255
355,0.0009093881546817,0.073716824,14.386597
356,0.0009103753489505,0.067299526,14.498266
357,0.0009128780972731,0.086102255,11.622748
358,0.0009154692249951,0.1289845,9.3955886
359,0.000919463299245,0.00015466724,11.733357
360,0.0009221090016227,0.0,13.573986
361,0.0009246270716466,0.0,14.05198
362,0.0009270935728014,0.0,11.075672
363,0.0009295509550147,0.0,8.372569
364,0.0009320791964777,0.0,9.2127355
365,0.0009355950161029,0.0,9.2869514
366,0.0009395950161029,0.0,0.66488749
367,0.0009412832983411,0.0,4.2024303
368,0.0009439444120266,0.0,0.48042227
369,0.00094794441203,0.0,3.6109222
370,0.00095194441203,0.0,0.99055734
371,0.0009540552230246,0.0,1.670902
372,0.0009580552230246,0.0,7.0303324
373,0.0009589072605867,0.0,6.8425277
374,0.0009629072605867,0.0,7.4485363
375,0.0009638412680237,0.0,6.7422212
376,0.000965843493377,0.0,7.3741872
377,0.000969843493377,0.0,3.0439767
378,0.0009710326145267,0.0,2.5527963
379,0.0009748786193882,0.0,7.9779889
