time,x_load,y_load,r_load
4e-06,1.7460295,56.206326,3.0382007
6.8088471116e-06,13.845973,57.884044,8.7705851
1.08088471116e-05,3.3219319,80.007799,10.453674
1.48088471116e-05,14.288017,72.373589,7.581743
1.88088471116e-05,3.866539,76.013511,3.32266
2.28088471116e-05,5.9024406,80.973711,1.9695352
2.55088988988e-05,26.782181,69.361256,19.814381
2.95088988988e-05,11.672845,84.361432,3.0843017
3.35088988988e-05,28.67828,76.95191,20.550267
3.66623440759e-05,45.007373,66.153292,37.769552
4.06623440759e-05,23.990429,78.797081,15.329837
4.40589756065e-05,21.868663,77.849871,13.151261
4.80589756065e-05,11.478894,83.119047,2.0312727
5.20589756065e-05,24.319156,71.487975,15.91438
5.60589756065e-05,18.685199,90.877128,7.8481707
6.00231434262e-05,5.4254484,85.958581,4.9557128
6.00231434262e-05,35.515795,69.352391,26.913971
6.40231434262e-05,15.579443,86.074811,4.8892282
6.74445088217e-05,28.918269,79.640268,18.73832
7.14445088217e-05,45.046593,73.081312,35.361779
7.54445088217e-05,27.453794,83.212338,16.402846
7.94445088217e-05,30.484114,90.01659,18.286578
8.34445088217e-05,30.923846,86.292289,18.988763
8.51269710329e-05,33.360611,82.848653,21.775883
8.91269710329e-05,12.082783,94.670202,1.1545757
9.31269710329e-05,6.4717532,93.231059,6.7482368
9.62966009623e-05,76.502521,57.740846,67.453054
0.0001002966009623,25.676605,86.500778,12.808557
0.0001042966009623,17.870289,87.991932,4.6410933
0.0001062215091232,17.55117,88.78738,4.0974254
0.0001102215091232,9.1093465,95.461641,5.4889508
0.0001142215091232,25.858201,87.837061,11.993297
0.0001182215091232,25.097924,89.25179,10.790481
0.0001222215091232,20.986257,93.615834,5.8026325
0.0001262215091232,24.535669,86.71,10.180116
0.0001302215091232,17.315865,86.649284,2.8414976
0.000132276162415,16.575006,87.757378,1.812387
0.000136276162415,13.546926,95.246188,2.6578388
0.000140276162415,10.428596,94.120361,5.7820751
0.0001438798977827,39.20887,76.659319,25.367456
0.0001478798977827,58.432945,59.507244,47.09274
0.0001495486380162,63.448543,59.850477,51.896349
0.0001535486380162,33.361216,77.378862,18.9809
0.0001575486380162,31.270903,81.015841,16.057464
0.0001615486380162,27.58945,87.580933,11.015307
0.0001633742273391,26.843227,90.166221,9.6982184
0.0001673742273391,48.827117,68.482636,35.120704
0.0001713742273391,27.672661,78.014639,12.346795
0.0001730113092047,26.155331,80.551075,10.288025
0.0001770113092047,26.505717,77.278374,11.051965
0.0001810113092047,19.935953,78.196436,4.2245095
0.0001829005214019,18.88828,78.892219,2.9637651
0.0001869005214019,18.699224,84.503034,1.4529405
0.0001909005214019,26.917292,74.124415,11.379807
0.0001924486715116,58.225137,58.832955,45.064103
0.0001964486715116,13.916519,78.856449,2.5904128
0.000199509637867,66.76552,52.091401,54.506216
0.000203509637867,55.343922,58.084346,41.916597
0.000207509637867,33.526772,70.266526,17.836164
0.000211509637867,45.543952,61.882022,31.182229
0.000215509637867,42.371362,69.092715,26.340094
0.0002169245978265,41.798289,71.368569,25.215433
0.0002209245978265,24.747865,76.40576,7.2740204
0.0002249245978265,39.149752,68.817119,22.803572
0.0002285281149417,22.738474,70.524915,6.256537
0.0002325281149417,16.264335,78.581647,2.0703293
0.000235060911077,33.434521,68.127732,16.911606
0.000239060911077,24.28445,76.863753,5.7975301
0.000243060911077,17.555135,80.04735,1.6942611
0.000247060911077,54.634301,57.670514,39.421919
0.0002486834263107,37.694119,64.554869,21.259587
0.0002526834263107,65.6616,36.095482,55.064451
0.0002541221421239,66.450302,37.257246,55.503343
0.0002581221421239,19.925101,75.427297,0.94817033
0.0002621221421239,35.582035,64.895241,18.517743
0.0002661221421239,31.242781,65.816205,13.904102
0.0002701221421239,28.12816,69.48349,9.7874213
0.0002729290539777,25.252754,73.453335,5.8699137
0.0002769290539777,18.703004,80.578286,2.47739
0.0002809290539777,38.018332,61.24111,20.958097
0.0002849290539777,27.415417,68.845584,8.5674948
0.0002862928270713,27.236046,70.560172,7.8833954
0.0002902928270713,34.205156,68.830859,14.871258
0.0002942928270713,18.358223,73.439942,1.8218744
0.0002955855484835,51.028691,53.876103,34.819705
0.0002995855484835,25.343427,71.911699,5.0631894
0.0003035855484835,18.508763,75.712519,2.7394226
0.0003050213326367,17.900934,77.297617,3.8268152
0.0003090213326367,33.090762,68.042113,13.120695
0.0003130213326367,32.982061,65.340579,13.57627
0.0003166264994634,25.870568,63.982153,6.9632454
0.0003206264994634,27.758738,68.174733,7.4192174
0.0003246264994634,22.074173,74.851991,0.11458036
0.0003286264994634,16.769979,73.398457,4.9771527
0.0003299112487281,40.814627,48.809606,25.060095
0.0003339112487281,22.421329,76.862962,0.82437111
0.0003379112487281,38.639752,69.113011,16.748237
0.0003419112487281,41.54587,69.400359,19.244376
0.0003433595575959,31.383376,73.218783,8.3351853
0.0003473595575959,20.262592,72.510532,2.2698766
0.0003494158354204,32.796095,61.953729,12.750631
0.0003534158354204,31.248559,62.13781,11.044947
0.0003574158354204,29.970305,64.120169,9.0502999
0.0003614158354204,36.289766,50.12519,19.177575
0.0003654158354204,36.23717,54.514142,17.622432
0.0003669023095627,36.4121,57.278477,16.872866
0.0003701616463174,35.212157,47.049258,18.78648
0.0003713478514624,36.3581,37.923051,22.685288
0.0003722578119281,55.658763,24.823597,45.08941
0.0003745834628794,14.422689,56.588844,4.1042541
0.0003757269958349,19.196544,38.82061,5.9838471
0.0003764443881144,19.602229,41.501972,5.5031082
0.0003779393123709,15.898597,43.519247,1.3082559
0.0003789168748804,31.487562,24.778799,22.006226
0.0003799955926077,18.510416,40.43911,4.7030243
0.0003800180416326,24.932005,40.420573,10.79711
0.0003816723569447,8.6897821,57.295588,10.025016
0.0003820871831945,21.518448,42.264869,33.875835
0.0003829177922082,2.8835271,69.272634,24.863213
0.0003835398454697,12.731116,62.416296,32.026024
0.0003843172755529,15.151446,62.439771,34.353468
0.0003851702376253,4.3971658,75.615668,28.424182
0.0003891702376253,24.554492,64.612867,2.3519627
0.0003903133921753,24.55881,65.513817,2.0141879
0.0003943133921753,12.636075,75.191905,12.59121
0.0003981151475542,26.160282,61.30384,4.5643561
0.0004021151475542,28.232824,66.153151,4.7465579
0.0004035392027973,28.385193,67.982103,4.2186459
0.0004075392027973,42.99983,63.200432,19.404599
0.0004089066884822,34.444604,67.265359,9.9178611
0.0004129066884822,29.150975,73.460657,2.6543772
0.0004156661822855,24.906805,76.480768,2.5004921
0.0004196661822855,20.919001,69.719805,4.1438506
0.000421185553594,20.682266,71.539898,5.0593462
0.0004251254666142,19.361794,69.148712,5.6601008
0.0004291254666142,30.250003,59.85529,7.5953843
0.0004317565712489,30.003644,61.036088,6.841728
0.0004356531848681,42.22891,52.333111,21.176633
0.0004396531848681,21.31937,67.699735,3.9754542
0.0004409958438988,21.349936,69.341725,4.5886059
0.0004449958438988,19.616341,70.585309,6.8351096
0.000447816721366,15.026619,74.823011,12.768461
0.000451816721366,17.633735,70.221484,8.8683635
0.0004532752605235,17.561991,69.7526,8.832209
0.0004572752605235,11.437537,67.487112,13.893952
0.0004597388696076,29.206221,51.556424,8.3606966
0.0004610526353809,27.21964,51.965608,6.3133537
0.0004623078698971,26.829026,51.953408,5.9080425
0.0004635946132086,26.449466,52.109112,5.4503972
0.0004649383898495,26.708568,51.140164,5.99858
0.0004649398552249,25.589482,53.323071,4.1542052
0.0004659585382162,5.7396108,76.051939,33.387591
0.0004659588741206,7.5159851,35.999615,20.264905
0.0004681170273852,27.492844,57.71613,4.1776012
0.0004704134049968,13.66621,65.439708,11.621592
0.0004714967132168,8.1790133,68.887889,18.043044
0.0004726950017697,8.1799351,68.277634,17.865517
0.0004726950017697,7.715661,65.699197,17.335009
0.0004736965710835,3.5312348,74.804188,31.208799
0.0004747981669582,12.382624,60.815285,11.265012
0.0004759365839545,10.941409,62.965209,13.45087
0.0004772940041028,9.3878426,65.368904,15.847113
0.0004781796216955,0.67195353,68.344,25.078005
0.0004794545841323,15.701127,67.923203,11.049336
0.0004806407196992,11.88337,69.64358,15.28578
0.0004812637223388,12.531863,70.438682,15.013024
0.0004824334296904,13.550515,74.062216,15.493679
0.000483297269292,14.794822,66.860069,11.652571
0.0004846000584524,14.028337,67.942159,12.828303
0.0004858357532861,14.142367,67.507142,12.610684
0.0004870506199663,9.4462961,71.629109,18.575758
0.0004884036594623,0.86681463,79.597602,29.608588
0.0004895481716349,9.640141,73.663089,19.285556
0.0004909719878797,11.148975,71.580461,17.158043
0.0004921695740648,5.9265437,73.219145,22.662606
0.0004933584293287,8.8753922,74.275966,20.400431
0.0004943576784093,16.555775,56.046747,6.3314904
0.0004955070984843,3.6985558,73.074518,24.809584
0.0004966369917691,11.666197,72.888318,38.955264
0.0004966372148514,22.900166,66.065792,46.675211
0.0004977978637343,4.4027095,74.132618,24.670382
0.0004991182513182,0.82715949,77.086397,29.170919
0.0004998603827155,7.1622003,71.661385,21.258774
0.0005011932651046,7.3309902,75.06579,22.487491
0.0005019231969221,6.0278203,73.693982,23.185862
0.0005030684721367,8.9610715,72.515577,20.076281
0.0005041014122889,0.14221127,76.173332,29.930967
0.0005052509199669,13.159968,64.720326,13.255521
0.0005052509199669,13.204671,63.362026,12.682097
0.0005052509199669,13.058953,63.035455,12.688182
0.0005064617253159,14.464332,62.121668,11.085301
0.000506785626419,11.376904,59.266846,12.816178
0.000506785626419,8.8118399,61.942941,16.226209
0.000507852904339,1.0674574,61.422226,23.182146
0.000507935318125,4.9306198,63.484643,20.444986
0.0005101734834572,10.32994,46.209112,27.732148
0.0005125262726745,25.330214,27.326451,12.433586
0.0005131699934038,25.840523,28.022452,12.611782
0.000513827072479,23.529338,25.096293,11.636761
0.0005149438721548,20.672936,14.861653,13.061387
0.0005150086892936,22.561761,16.382191,14.189115
0.0005160328872938,22.089933,16.07921,13.861357
0.0005177336093509,16.831929,11.506082,10.840341
0.0005191191807645,17.995234,39.751052,0.59473874
0.000520231546951,17.222733,11.581435,11.140888
0.0005230268354836,23.297951,30.304088,9.1413479
0.0005251548078431,18.952491,20.708314,8.9866628
0.0005261677594634,23.242978,32.562748,8.1045927
0.0005284501081686,22.524438,21.465077,11.889671
0.0005301062300439,22.200117,19.221897,12.47461
0.0005319313832183,18.119166,11.763284,11.755378
0.0005346650386465,20.535956,23.994039,8.9275258
0.0005355481198921,16.023836,19.473112,6.6452501
0.0005385487177011,19.263721,26.749123,6.5603597
0.0005397671336693,14.397439,9.5189301,9.1983922
0.0005413661343462,21.20933,33.224206,5.6016499
0.000544251339112,21.011251,23.609086,9.3354771
0.0005448733036757,20.256697,29.393575,6.2373022
0.0005473754418494,15.972136,23.585319,4.7038774
0.000548240139168,14.4407,22.941018,3.5649493
0.0005491979498611,13.714941,27.10271,1.1522483
0.0005500683871313,12.59369,25.72853,0.69102833
0.0005510002903145,7.2761537,29.444494,5.7103369
0.0005520190502897,9.8693803,38.563913,7.1956595
0.0005524080832579,2.7146851,32.931133,11.339821
0.0005531448472516,5.3919128,36.06441,10.238956
0.0005536919747625,8.4109895,46.711017,11.981941
0.0005543401111096,7.2685586,33.310046,7.4049499
0.0005547961003513,4.0783333,34.462292,10.79353
0.0005558070886656,7.3352315,28.495534,5.3477909
0.0005564770071845,4.3310736,36.516954,11.465563
0.0005575116803506,8.3826342,31.822494,5.8339214
0.0005581389047449,4.4573038,36.560121,11.406171
0.0005591219566021,8.2104427,31.114086,5.7232906
0.0005597110970164,7.2319216,54.758593,16.632411
0.0005637110970164,5.9143435,66.167123,22.814493
0.0005660726037615,11.839361,60.207739,15.005334
0.0005700726037615,19.702907,48.482667,3.0202251
0.0005740726037615,21.679566,47.254794,0.83958859
0.0005755919616293,23.484918,46.007205,1.2777139
0.0005785905007005,23.889851,41.95146,3.3053636
0.0005825905007005,20.598649,50.360386,3.4481417
0.0005846944000588,18.243822,53.181962,6.8727535
0.0005886944000588,15.864319,54.988607,9.9458284
0.0005897238134352,15.024686,55.69707,11.048456
0.0005937096821462,17.440937,58.91197,10.448511
0.0005966668874932,11.31716,65.13525,18.813666
0.0006006668874932,16.50025,61.173656,12.567278
0.0006046668874932,14.602193,59.165612,13.518929
0.0006055862073109,25.508224,45.930626,2.1380178
0.0006095862073109,22.265324,47.95684,1.803519
0.0006104983443121,21.238682,50.18943,3.7595083
0.0006144983443121,22.246304,51.271768,3.4917814
0.0006152491062429,22.188948,53.989392,4.805898
0.000618890715409,24.396209,44.480919,1.368977
0.000622890715409,24.723759,41.952346,2.6927906
0.0006242265721552,24.646428,44.6525,1.3407606
0.0006260753291276,23.054882,46.434614,0.95294082
0.0006300753291276,20.49846,48.904368,4.494086
0.0006340753291276,15.415243,54.874792,11.906373
0.0006380753291276,21.103967,52.413495,5.8683262
0.0006390305465541,20.711853,55.123388,7.5179917
0.0006430305465541,16.184541,60.080472,13.993436
0.0006470305465541,24.150037,45.154885,0.070905573
0.0006478962427395,24.180298,47.264046,1.0706353
0.0006518962427395,20.600477,47.806211,4.6121047
0.0006528896022878,20.104632,49.936568,6.0950434
0.0006568896022878,18.277289,51.643576,8.6518157
0.0006580231098815,19.149946,51.695045,7.9492622
0.0006620231098815,15.919718,59.081105,14.473206
0.0006660231098815,19.820823,51.084023,7.3429968
0.0006671385318357,19.393452,53.323161,8.8391306
0.0006711385318357,20.322553,48.898362,6.0177662
0.0006751385318357,15.161398,52.585834,12.4558
0.0006791385318357,15.023967,52.869666,12.849828
0.0006800105824017,15.701626,51.782381,11.755046
0.0006840105824017,12.543493,52.334392,14.908242
0.0006848704379065,11.952899,52.31795,15.441849
0.0006888704379065,22.086991,38.124572,0.26771428
0.0006896526977125,22.586388,39.304068,0.093822129
0.0006936526977125,22.747895,35.959635,1.7866416
0.0006944609281318,23.205673,36.584584,1.8496498
0.0006984609281318,18.058973,48.518312,8.6956304
0.0007024609281318,12.817948,56.931143,17.58891
0.0007045635420123,11.419522,56.09704,18.449413
0.0007060175548445,13.133645,59.099595,18.537832
0.0007100175548445,23.563565,37.658551,1.186158
0.0007108171494556,24.042533,38.72242,1.0357149
0.0007148171494556,22.588607,33.524439,2.3219586
0.0007157798840283,22.665899,34.730567,1.7477588
0.0007180132972391,19.501155,43.780903,5.6628921
0.0007220132972391,17.622013,47.938776,9.5329753
0.0007229342105724,17.882844,47.250893,8.9845966
0.0007269342105724,13.613196,50.287777,14.335301
0.0007309342105724,11.104416,58.865603,21.058402
0.0007349342105724,22.098308,36.34227,0.079545068
0.0007355799281933,22.616376,37.415695,0.21469053
0.0007385801267841,20.144697,22.453534,5.4226728
0.0007401206278643,18.276847,16.175774,7.0919989
0.0007428638106102,17.178036,8.2277987,10.292589
0.0007452292370535,17.449859,41.042168,6.7838269
0.0007471676265396,16.480067,46.469536,10.525975
0.0007508611391803,18.665179,44.086212,7.5228019
0.0007548611391803,8.5879069,50.391506,19.529888
0.0007588611391803,6.9271552,55.68475,23.880382
0.0007597693584435,7.1008283,56.890266,24.407177
0.0007610592391008,10.678069,58.399325,22.235435
0.0007650592391008,17.795687,40.719748,6.8721458
0.0007679507032887,16.534463,43.694361,9.6179664
0.0007719507032887,14.232632,50.630942,15.422475
0.0007759507032887,22.425068,31.401741,1.773124
0.000776866133914,22.540106,33.15822,0.89243883
0.0007797684899014,18.775106,17.927704,5.9657843
0.0007803760009934,16.133831,16.524651,4.5077439
0.0007812548131298,14.588648,9.1384761,7.2331703
0.0007822022501693,17.040162,34.622126,4.6491471
0.0007862022501693,17.348141,30.596332,2.2802021
0.0007869614214594,17.650147,31.866594,2.7420215
0.0007909614214594,17.229332,28.763066,1.4748303
0.0007915654082417,17.584076,29.469098,1.5810374
0.000794647765692,13.14197,19.65785,0.077272837
0.0007961636894197,13.663543,33.087364,6.9491798
0.0008001636894197,12.092668,41.743189,13.156197
0.0008041636894197,4.1649249,48.517158,23.619862
0.0008081636894197,8.6818133,48.47053,19.959892
0.0008100161067087,8.3565582,48.457407,20.274565
0.0008140161067087,8.4444831,50.612265,21.529072
0.0008159084249187,5.5619625,50.884019,24.118093
0.0008199084249187,6.9478374,50.049536,22.617631
0.0008207476282624,6.8032297,50.987486,23.292381
0.0008247476282624,16.794664,41.195812,9.6211945
0.0008287476282624,12.628957,50.249001,18.319981
0.0008327476282624,15.711624,39.013542,9.4783784
0.0008367476282624,14.390079,45.353514,14.309325
0.0008391644653065,10.456862,50.500359,20.559366
0.0008431644653065,14.242969,41.786219,12.550375
0.0008471644653065,14.444478,46.265783,15.093741
0.0008511644653065,10.797182,50.900217,20.874659
0.0008544948075537,7.6094287,49.095734,22.508043
0.0008584948075537,17.3511,41.634562,10.354061
0.0008624948075537,13.108428,52.335477,20.191788
0.0008664948075537,9.3817282,47.600024,20.53061
0.000869831453567,4.5080269,50.32234,26.162915
0.000873831453567,15.762699,36.579518,9.0543858
0.0008758658747553,15.881885,40.480328,11.33026
0.0008798658747553,17.538972,40.432895,10.079164
0.0008806838820607,17.327383,42.895534,11.74278
0.0008846838820607,14.253288,39.78472,12.450798
0.000885974223716,12.223925,42.719376,15.868529
0.000889974223716,8.0819201,56.600325,27.640957
0.0008931112298018,0.7950062,58.427316,34.651729
0.0008971112298018,6.734054,46.776136,22.98638
0.0008980484101261,6.3716313,47.36081,23.653626
0.0009020484101261,14.511615,29.490297,6.4259554
0.0009053881546817,16.09255,25.474656,2.7915856
0.0009093881546817,14.386597,27.439054,5.4190549
0.0009103753489505,14.498266,28.569035,6.0420982
0.0009128780972731,11.622748,12.087151,1.7554912
0.0009154692249951,9.3955886,8.4355609,2.2184652
0.000919463299245,11.733357,26.401325,7.0609379
0.0009221090016227,13.573986,19.073884,1.1297645
0.0009246270716466,14.05198,21.472209,2.2781955
0.0009270935728014,11.075672,15.294346,0.81507103
0.0009295509550147,8.372569,11.209233,0.41909505
0.0009320791964777,9.2127355,17.933073,3.9762894
0.0009355950161029,9.2869514,22.863905,7.0448945
0.0009395950161029,0.66488749,40.100844,25.666216
0.0009412832983411,4.2024303,40.125697,28.467849
0.0009439444120266,0.48042227,43.360795,27.659069
0.00094794441203,3.6109222,29.219465,15.643862
0.00095194441203,0.99055734,40.884316,26.65471
0.0009540552230246,1.670902,37.170732,24.866876
0.0009580552230246,7.0303324,28.56003,12.745607
0.0009589072605867,6.8425277,29.819183,13.706336
0.0009629072605867,7.4485363,30.996665,14.061137
0.0009638412680237,6.7422212,32.787559,15.76577
0.000965843493377,7.3741872,23.580216,9.4249893
0.000969843493377,3.0439767,35.882665,20.700464
0.0009710326145267,2.5527963,36.528304,21.513869
0.0009748786193882,7.9779889,19.901621,6.7234182
